ID,Name / Nom,Latitude,Longitude,Prov/Terr,Timezone / Fuseau horaire,wflow_code
02FF004,SOUTH PARKHILL CREEK NEAR PARKHILL,43.16075,-81.73183,ON,UTC-05:00,4000255
02FF007,BAYFIELD RIVER NEAR VARNA,43.55125,-81.58953,ON,UTC-05:00,4000256
02FF008,PARKHILL CREEK ABOVE PARKHILL RESERVOIR,43.16413,-81.631511,ON,UTC-05:00,4000257
02FF009,AUSABLE RIVER NEAR EXETER,43.36197,-81.50944,ON,UTC-05:00,4000258
02FF010,AUSABLE RIVER NEAR PARKHILL,43.19339,-81.8145,ON,UTC-05:00,4000259
02FF011,SILVER CREEK AT SEAFORTH,43.54536,-81.39636,ON,UTC-05:00,4000260
02FF012,PERCH CREEK AT SARNIA,42.98408,-82.31875,ON,UTC-05:00,4000261
02FF013,LITTLE AUSABLE RIVER NEAR LUCAN CROSSING,43.18056,-81.44767,ON,UTC-05:00,4000262
02FF014,BLACK CREEK NEAR HENSALL,43.41883,-81.49547,ON,UTC-05:00,4000263
02FF015,TRICKS CREEK NEAR CLINTON,43.59031,-81.58411,ON,UTC-05:00,4000264
02GA003,GRAND RIVER AT GALT,43.35311,-80.31575,ON,UTC-05:00,4000265
02GA005,IRVINE RIVER NEAR SALEM,43.6936,-80.44531,ON,UTC-05:00,4000266
02GA006,CONESTOGO RIVER AT ST. JACOBS,43.54111,-80.55333,ON,UTC-05:00,4000267
02GA010,NITH RIVER NEAR CANNING,43.18972,-80.45503,ON,UTC-05:00,4000268
02GA014,GRAND RIVER NEAR MARSVILLE,43.86172,-80.27222,ON,UTC-05:00,4000269
02GA015,SPEED RIVER BELOW GUELPH,43.53372,-80.25222,ON,UTC-05:00,4000270
02GA016,GRAND RIVER BELOW SHAND DAM,43.73094,-80.34094,ON,UTC-05:00,4000271
02GA018,NITH RIVER AT NEW HAMBURG,43.37722,-80.71081,ON,UTC-05:00,4000272
02GA023,CANAGAGIGUE CREEK NEAR ELMIRA,43.57992,-80.50919,ON,UTC-05:00,4000273
02GA024,LAUREL CREEK AT WATERLOO,43.47192,-80.51427,ON,UTC-05:00,4000274
02GA028,CONESTOGO RIVER AT GLEN ALLAN,43.65483,-80.70217,ON,UTC-05:00,4000275
02GA029,ERAMOSA RIVER ABOVE GUELPH,43.54778,-80.18203,ON,UTC-05:00,4000276
02GA030,ALDER CREEK NEAR NEW DUNDEE,43.37229,-80.55109,ON,UTC-05:00,4000277
02GA031,BLUE SPRINGS CREEK NEAR EDEN MILLS,43.57614,-80.109,ON,UTC-05:00,4000278
02GA034,GRAND RIVER AT WEST MONTROSE,43.58503,-80.48147,ON,UTC-05:00,4000279
02GA038,NITH RIVER ABOVE NITHBURG,43.48389,-80.835,ON,UTC-05:00,4000280
02GA040,SPEED RIVER NEAR ARMSTRONG MILLS,43.63861,-80.27,ON,UTC-05:00,4000281
02GA041,GRAND RIVER NEAR DUNDALK,44.14003,-80.3627,ON,UTC-05:00,4000282
02GA043,HUNSBURGER CREEK NEAR WILMOT CENTRE,43.36447,-80.63261,ON,UTC-05:00,4000283
02GA047,SPEED RIVER AT CAMBRIDGE,43.42186,-80.33275,ON,UTC-05:00,4000284
02GA048,GRAND RIVER NEAR DOON,43.41281,-80.41703,ON,UTC-05:00,4000285
02GB001,GRAND RIVER AT BRANTFORD,43.13272,-80.26731,ON,UTC-05:00,4000286
02GB006,HORNER CREEK NEAR PRINCETON,43.17394,-80.55264,ON,UTC-05:00,4000287
02GB007,FAIRCHILD CREEK NEAR BRANTFORD,43.14739,-80.15461,ON,UTC-05:00,4000288
02GB008,WHITEMANS CREEK NEAR MOUNT VERNON,43.12625,-80.38372,ON,UTC-05:00,4000289
02GB010,MCKENZIE CREEK NEAR CALEDONIA,43.03394,-79.94981,ON,UTC-05:00,4000290
02GC002,KETTLE CREEK AT ST. THOMAS,42.77769,-81.214,ON,UTC-05:00,4000291
02GC006,BIG CREEK NEAR DELHI,42.83772,-80.50989,ON,UTC-05:00,4000292
02GC007,BIG CREEK NEAR WALSINGHAM,42.68561,-80.53847,ON,UTC-05:00,4000293
02GC010,BIG OTTER CREEK AT TILLSONBURG,42.85731,-80.72358,ON,UTC-05:00,4000294
02GC011,BIG CREEK NEAR KELVIN,42.98681,-80.44469,ON,UTC-05:00,4000295
02GC014,YOUNG CREEK NEAR VITTORIA,42.76575,-80.29458,ON,UTC-05:00,4000296
02GC017,BIG OTTER CREEK ABOVE OTTERVILLE,42.96583,-80.54258,ON,UTC-05:00,4000297
02GC018,CATFISH CREEK NEAR SPARTA,42.74608,-81.05694,ON,UTC-05:00,4000298
02GC021,VENISON CREEK NEAR WALSINGHAM,42.65336,-80.54844,ON,UTC-05:00,4000299
02GC022,NANTICOKE CREEK AT NANTICOKE,42.80992,-80.07617,ON,UTC-05:00,4000300
02GC026,BIG OTTER CREEK NEAR CALTON,42.71067,-80.84081,ON,UTC-05:00,4000301
02GC029,KETTLE CREEK ABOVE ST. THOMAS,42.83519,-81.13472,ON,UTC-05:00,4000302
02GC030,CATFISH CREEK AT AYLMER,42.77375,-80.98267,ON,UTC-05:00,4000303
02GC031,DODD CREEK BELOW PAYNES MILLS,42.78739,-81.2675,ON,UTC-05:00,4000304
02GC036,SILVER CREEK NEAR GROVESEND,42.67583,-80.95333,ON,UTC-05:00,4000305
02GD001,THAMES RIVER NEAR EALING,42.97356,-81.20858,ON,UTC-05:00,4000306
02GD003,NORTH THAMES RIVER BELOW FANSHAWE DAM,43.04078,-81.18283,ON,UTC-05:00,4000307
02GD004,MIDDLE THAMES RIVER AT THAMESFORD,43.05911,-80.99486,ON,UTC-05:00,4000308
02GD005,NORTH THAMES RIVER AT ST. MARYS,43.25575,-81.14562,ON,UTC-05:00,4000309
02GD008,MEDWAY RIVER AT LONDON,43.01367,-81.28044,ON,UTC-05:00,4000310
02GD009,TROUT CREEK NEAR ST. MARYS,43.27322,-81.10322,ON,UTC-05:00,4000311
02GD010,FISH CREEK NEAR PROSPECT HILL,43.22047,-81.23681,ON,UTC-05:00,4000312
02GD011,CEDAR CREEK AT WOODSTOCK,43.122,-80.75153,ON,UTC-05:00,4000313
02GD014,NORTH THAMES RIVER NEAR MITCHELL,43.45042,-81.20678,ON,UTC-05:00,4000314
02GD015,NORTH THAMES RIVER NEAR THORNDALE,43.14931,-81.19214,ON,UTC-05:00,4000315
02GD016,THAMES RIVER AT INGERSOLL,43.04128,-80.88617,ON,UTC-05:00,4000316
02GD018,AVON RIVER BELOW STRATFORD,43.34472,-81.11642,ON,UTC-05:00,4000317
02GD019,TROUT CREEK NEAR FAIRVIEW,43.29558,-80.97303,ON,UTC-05:00,4000318
02GD021,THAMES RIVER AT INNERKIP,43.21531,-80.69186,ON,UTC-05:00,4000319
02GD027,REYNOLDS CREEK NEAR PUTNAM,42.98156,-80.95461,ON,UTC-05:00,4000320
02GD028,STONEY CREEK AT LONDON,43.022,-81.25344,ON,UTC-05:00,4000321
02GE002,THAMES RIVER AT BYRON,42.9625,-81.33178,ON,UTC-05:00,4000322
02GE003,THAMES RIVER AT THAMESVILLE,42.54486,-81.96727,ON,UTC-05:00,4000323
02GE004,THAMES RIVER AT CHATHAM,42.41428,-82.17944,ON,UTC-05:00,4000324
02GE005,DINGMAN CREEK BELOW LAMBETH,42.93411,-81.35131,ON,UTC-05:00,4000325
02GE006,THAMES RIVER NEAR DUTTON,42.73069,-81.57747,ON,UTC-05:00,4000326
02GE007,MCGREGOR CREEK NEAR CHATHAM,42.3835,-82.09506,ON,UTC-05:00,4000327
02GE008,OXBOW CREEK NEAR KILWORTH,42.966,-81.41803,ON,UTC-05:00,4000328
02GG002,SYDENHAM RIVER NEAR ALVINSTON,42.83081,-81.85172,ON,UTC-05:00,4000329
02GG003,SYDENHAM RIVER AT FLORENCE,42.65061,-82.00839,ON,UTC-05:00,4000330
02GG005,SYDENHAM RIVER AT STRATHROY,42.95886,-81.62714,ON,UTC-05:00,4000331
02GG008,SYDENHAM RIVER AT WALLACEBURG,42.59289,-82.38333,ON,UTC-05:00,4000332
02GG013,BLACK CREEK NEAR BRADSHAW,42.76244,-82.25922,ON,UTC-05:00,4000333
02GH002,RUSCOM RIVER NEAR RUSCOM STATION,42.2115,-82.62914,ON,UTC-05:00,4000334
02GH011,LITTLE RIVER AT WINDSOR,42.30986,-82.9285,ON,UTC-05:00,4000335
02GH016,TURKEY CREEK AT SOUTH WINDSOR,42.26408,-83.03242,ON,UTC-05:00,4000336
02HA006,TWENTY MILE CREEK AT BALLS FALLS,43.13347,-79.38325,ON,UTC-05:00,4000337
02HA007,WELLAND RIVER BELOW CAISTOR CORNERS,43.02178,-79.61802,ON,UTC-05:00,4000338
02HA013,NIAGARA RIVER AT FORT ERIE,42.93028,-78.91417,ON,UTC-05:00,4000339
02HA014,REDHILL CREEK AT HAMILTON,43.24097,-79.77389,ON,UTC-05:00,4000340
02HA020,TWENTY MILE CREEK ABOVE SMITHVILLE,43.11564,-79.56619,ON,UTC-05:00,4000341
02HA024,OSWEGO CREEK AT CANBOROUGH,42.99131,-79.67825,ON,UTC-05:00,4000342
02HA030,FOUR MILE CREEK NEAR VIRGIL,43.19561,-79.11333,ON,UTC-05:00,4000343
02HA031,TWELVE MILE CREEK NEAR POWER GLEN,43.11478,-79.27456,ON,UTC-05:00,4000344
02HB001,CREDIT RIVER NEAR CATARACT,43.83586,-80.02289,ON,UTC-05:00,4000345
02HB004,EAST SIXTEEN MILE CREEK NEAR OMAGH,43.49917,-79.77678,ON,UTC-05:00,4000346
02HB005,SIXTEEN MILE CREEK AT MILTON,43.51389,-79.87972,ON,UTC-05:00,4000347
02HB007,SPENCER CREEK AT DUNDAS,43.26542,-79.96428,ON,UTC-05:00,4000348
02HB008,CREDIT RIVER WEST BRANCH AT NORVAL,43.64656,-79.86628,ON,UTC-05:00,4000349
02HB011,BRONTE CREEK NEAR ZIMMERMAN,43.43689,-79.86433,ON,UTC-05:00,4000350
02HB013,CREDIT RIVER NEAR ORANGEVILLE,43.89127,-80.0624,ON,UTC-05:00,4000351
02HB015,SPENCER CREEK NEAR WESTOVER,43.35308,-80.07789,ON,UTC-05:00,4000352
02HB018,CREDIT RIVER AT BOSTON MILLS,43.77358,-79.92683,ON,UTC-05:00,4000353
02HB020,CREDIT RIVER ERIN BRANCH ABOVE ERIN,43.77181,-80.09364,ON,UTC-05:00,4000354
02HB021,ANCASTER CREEK AT ANCASTER,43.23117,-79.97386,ON,UTC-05:00,4000355
02HB022,BRONTE CREEK AT CARLISLE,43.38886,-79.98811,ON,UTC-05:00,4000356
02HB023,SPENCER CREEK AT HIGHWAY NO. 5,43.28292,-80.05281,ON,UTC-05:00,4000357
02HB024,BLACK CREEK BELOW ACTON,43.62931,-80.01042,ON,UTC-05:00,4000358
02HB025,CREDIT RIVER AT NORVAL,43.64758,-79.856,ON,UTC-05:00,4000359
02HB027,FOURTEEN MILE CREEK AT OAKVILLE,43.42145,-79.70315,ON,UTC-05:00,4000360
02HB028,GRINDSTONE CREEK NEAR MILLGROVE,43.33486,-79.94906,ON,UTC-05:00,4000361
02HB029,CREDIT RIVER AT STREETSVILLE,43.58228,-79.70875,ON,UTC-05:00,4000362
02HB030,COOKSVILLE CREEK NEAR COOKSVILLE,43.59233,-79.62389,ON,UTC-05:00,4000363
02HB031,CREDIT RIVER ERIN BRANCH AT HILLSBURGH,43.79025,-80.14344,ON,UTC-05:00,4000364
02HB032,MOUNTSBERG CREEK BELOW MOUNTSBERG RESERVOIR,43.45483,-80.04583,ON,UTC-05:00,4000365
02HB033,MOUNTSBERG CREEK NEAR CARLISLE,43.40153,-79.99303,ON,UTC-05:00,4000366
02HB034,GRINDSTONE CREEK AT HIDDEN VALLEY PARK,43.30595,-79.86319,ON,UTC-05:00,4000367
02HC003,HUMBER RIVER AT WESTON,43.69894,-79.52039,ON,UTC-05:00,4000368
02HC005,DON RIVER WEST BRANCH AT YORK MILLS,43.74025,-79.40314,ON,UTC-05:00,4000369
02HC009,EAST HUMBER RIVER NEAR PINE GROVE,43.79008,-79.58442,ON,UTC-05:00,4000370
02HC013,HIGHLAND CREEK NEAR WEST HILL,43.77819,-79.19147,ON,UTC-05:00,4000371
02HC017,ETOBICOKE CREEK AT BRAMPTON,43.69158,-79.75939,ON,UTC-05:00,4000372
02HC018,LYNDE CREEK NEAR WHITBY,43.8755,-78.96033,ON,UTC-05:00,4000373
02HC019,DUFFINS CREEK ABOVE PICKERING,43.89128,-79.05928,ON,UTC-05:00,4000374
02HC022,ROUGE RIVER NEAR MARKHAM,43.85836,-79.23356,ON,UTC-05:00,4000375
02HC023,COLD CREEK NEAR BOLTON,43.888,-79.71753,ON,UTC-05:00,4000376
02HC024,DON RIVER AT TODMORDEN,43.68586,-79.3615,ON,UTC-05:00,4000377
02HC025,HUMBER RIVER AT ELDER MILLS,43.81131,-79.62758,ON,UTC-05:00,4000378
02HC027,BLACK CREEK NEAR WESTON,43.67425,-79.50436,ON,UTC-05:00,4000379
02HC028,LITTLE ROUGE CREEK NEAR LOCUST HILL,43.90789,-79.21628,ON,UTC-05:00,4000380
02HC030,ETOBICOKE CREEK BELOW QUEEN ELIZABETH HIGHWAY,43.60175,-79.55633,ON,UTC-05:00,4000381
02HC031,WEST HUMBER RIVER AT HIGHWAY NO. 7,43.75836,-79.67894,ON,UTC-05:00,4000382
02HC032,EAST HUMBER RIVER AT KING CREEK,43.90278,-79.61278,ON,UTC-05:00,4000383
02HC033,MIMICO CREEK AT ISLINGTON,43.64736,-79.51969,ON,UTC-05:00,4000384
02HC038,WEST DUFFINS CREEK ABOVE GREEN RIVER,43.91575,-79.17953,ON,UTC-05:00,4000385
02HC047,HUMBER RIVER NEAR PALGRAVE,43.9285,-79.823,ON,UTC-05:00,4000386
02HC049,DUFFINS CREEK AT AJAX,43.84889,-79.05611,ON,UTC-05:00,4000387
02HC053,LITTLE ROUGE CREEK NEAR DICKSONS HILL,43.92569,-79.28219,ON,UTC-05:00,4000388
02HC054,LYNDE CREEK AT BROOKLIN,43.95908,-78.95997,ON,UTC-05:00,4000389
02HC055,LYNDE CREEK TRIBUTARY NEAR KINSALE,43.93197,-78.98847,ON,UTC-05:00,4000390
02HC058,WEST HIGHLAND CREEK NEAR SCARBOROUGH VILLAGE,43.75322,-79.23367,ON,UTC-05:00,4000391
02HC059,HUMBER RIVER AT HIGHWAY NO. 9,43.96877,-79.87374,ON,UTC-05:00,4000392
02HC060,CENTREVILLE CREEK NEAR ALBION HILLS,43.92724,-79.83637,ON,UTC-05:00,4000393
02HD003,GANARASKA RIVER NEAR OSACA,44.01514,-78.43747,ON,UTC-05:00,4000394
02HD004,NORTH WEST GANARASKA RIVER NEAR OSACA,44.01719,-78.43875,ON,UTC-05:00,4000395
02HD006,BOWMANVILLE CREEK AT BOWMANVILLE,43.92147,-78.702,ON,UTC-05:00,4000396
02HD008,OSHAWA CREEK AT OSHAWA,43.93031,-78.89153,ON,UTC-05:00,4000397
02HD009,WILMOT CREEK NEAR NEWCASTLE,43.93022,-78.61881,ON,UTC-05:00,4000398
02HD010,SHELTER VALLEY BROOK NEAR GRAFTON,43.99188,-78.00122,ON,UTC-05:00,4000399
02HD012,GANARASKA RIVER ABOVE DALE,43.99094,-78.32819,ON,UTC-05:00,4000400
02HD018,PROCTORS CREEK NEAR BRIGHTON,44.05981,-77.74447,ON,UTC-05:00,4000401
02HD019,COBOURG BROOK AT COBOURG,43.96487,-78.18481,ON,UTC-05:00,4000402
02HD020,BALTIMORE CREEK AT BALTIMORE,44.02883,-78.14706,ON,UTC-05:00,4000403
02HD021,WILMOT CREEK NEAR LESKARD,44.00572,-78.64233,ON,UTC-05:00,4000404
02HD022,COBOURG BROOK NEAR PRECIOUS CORNERS,43.98843,-78.21065,ON,UTC-05:00,4000405
02HD023,MACKIE CREEK NEAR HAMPTON,43.97908,-78.68031,ON,UTC-05:00,4000406
02HE002,CONSECON CREEK AT ALLISONVILLE,44.02747,-77.36694,ON,UTC-05:00,4000407
02HE004,BLACK CREEK AT MILFORD,43.93536,-77.09021,ON,UTC-05:00,4000408
02HF002,GULL RIVER AT NORLAND,44.73183,-78.81806,ON,UTC-05:00,4000409
02HF003,BURNT RIVER NEAR BURNT RIVER,44.70986,-78.67753,ON,UTC-05:00,4000410
02HF005,BURNT RIVER AT THREE BROTHERS FALLS,44.81323,-78.63621,ON,UTC-05:00,4000411
02HG001,MARIPOSA BROOK NEAR LITTLE BRITAIN,44.28964,-78.84161,ON,UTC-05:00,4000412
02HG003,BLACKSTOCK CREEK NEAR BLACKSTOCK,44.13192,-78.82897,ON,UTC-05:00,4000413
02HG006,LAKE SCUGOG AT SCUGOG ISLAND MARINA,44.19142,-78.86217,ON,UTC-05:00,4000414
02HH003,PIGEON RIVER NEAR LOTUS,44.12428,-78.69511,ON,UTC-05:00,4000415
02HH005,PIGEON RIVER AT OMEMEE,44.29918,-78.55619,ON,UTC-05:00,4000416
02HH006,STURGEON LAKE AT FENELON FALLS,44.52539,-78.72919,ON,UTC-05:00,4000417
02HJ001,JACKSON CREEK AT PETERBOROUGH,44.30278,-78.32139,ON,UTC-05:00,4000418
02HJ003,OUSE RIVER NEAR WESTWOOD,44.29806,-78.04494,ON,UTC-05:00,4000419
02HJ006,JACKSON CREEK NEAR JACKSON HEIGHTS,44.30983,-78.37072,ON,UTC-05:00,4000420
02HJ007,BAXTER CREEK AT MILLBROOK,44.15028,-78.447,ON,UTC-05:00,4000421
02HJ009,INDIAN RIVER ABOVE HOPE MILL DAM,44.28405,-78.17217,ON,UTC-05:00,4000422
02HJ011,OUSE RIVER AT NORWOOD,44.38494,-77.97611,ON,UTC-05:00,4000423
02HJ012,INDIAN RIVER BELOW HOPE MILL DAM,44.28405,-78.17217,ON,UTC-05:00,4000424
02HK003,CROWE RIVER AT MARMORA,44.48157,-77.6848,ON,UTC-05:00,4000425
02HK005,CROWE RIVER NEAR GLEN ALDA,44.84508,-77.92944,ON,UTC-05:00,4000426
02HK006,BEAVER CREEK NEAR MARMORA,44.53522,-77.69662,ON,UTC-05:00,4000427
02HK007,COLD CREEK AT ORLAND,44.13475,-77.78703,ON,UTC-05:00,4000428
02HK008,RAWDON CREEK NEAR WEST HUNTINGDON,44.33834,-77.47731,ON,UTC-05:00,4000429
02HK009,BURNLEY CREEK ABOVE WARKWORTH,44.19669,-77.9111,ON,UTC-05:00,4000430
02HK010,TRENT RIVER AT TRENTON,44.12377,-77.59181,ON,UTC-05:00,4000431
02HK011,MAYHEW CREEK NEAR TRENTON,44.10916,-77.61266,ON,UTC-05:00,4000432
02HK015,SALT CREEK NEAR CODRINGTON,44.19945,-77.81904,ON,UTC-05:00,4000433
02HK016,TROUT CREEK NEAR CAMPBELLFORD,44.30185,-77.83106,ON,UTC-05:00,4000434
02HK017,HOARDS CREEK NEAR WELLMAN,44.33176,-77.62841,ON,UTC-05:00,4000435
02HK018,TRENT RIVER AT UPPER GLEN ROSS,44.26517,-77.59892,ON,UTC-05:00,4000436
02HK019,TRENT RIVER AT LOWER GLEN ROSS,44.26692,-77.59386,ON,UTC-05:00,4000437
02HL001,MOIRA RIVER NEAR FOXBORO,44.25373,-77.41883,ON,UTC-05:00,4000438
02HL003,BLACK RIVER NEAR ACTINOLITE,44.5396,-77.36965,ON,UTC-05:00,4000439
02HL004,SKOOTAMATTA RIVER NEAR ACTINOLITE,44.54957,-77.32813,ON,UTC-05:00,4000440
02HL005,MOIRA RIVER NEAR DELORO,44.49973,-77.61836,ON,UTC-05:00,4000441
02HL007,MOIRA RIVER NEAR TWEED,44.48846,-77.31973,ON,UTC-05:00,4000442
02HL008,CLARE RIVER NEAR BOGART,44.49681,-77.22749,ON,UTC-05:00,4000443
02HM002,DEPOT CREEK AT BELLROCK,44.47192,-76.76236,ON,UTC-05:00,4000444
02HM003,SALMON RIVER NEAR SHANNONVILLE,44.20741,-77.20938,ON,UTC-05:00,4000445
02HM004,WILTON CREEK NEAR NAPANEE,44.23943,-76.84922,ON,UTC-05:00,4000446
02HM005,COLLINS CREEK NEAR KINGSTON,44.25656,-76.61256,ON,UTC-05:00,4000447
02HM006,MILLHAVEN CREEK NEAR MILLHAVEN,44.2264,-76.75909,ON,UTC-05:00,4000448
02HM007,NAPANEE RIVER AT CAMDEN EAST,44.33468,-76.83889,ON,UTC-05:00,4000449
02HM009,WEST BRANCH LITTLE CATARAQUI CREEK AT KINGSTON,44.24103,-76.57892,ON,UTC-05:00,4000450
02HM010,SALMON RIVER AT TAMWORTH,44.48623,-76.99296,ON,UTC-05:00,4000451
02HM011,MILLHAVEN CREEK AT SYDENHAM,44.41339,-76.59523,ON,UTC-05:00,4000452
02JC008,BLANCHE RIVER ABOVE ENGLEHART,47.88914,-79.87931,ON,UTC-05:00,4000453
02JD013,BAY LAKE AT LATCHFORD,47.32103,-79.812,ON,UTC-05:00,4000454
02JD014,MONTREAL RIVER AT LATCHFORD,47.32139,-79.81003,ON,UTC-05:00,4000455
02JE011,LAKE TIMISKAMING AT HAILEYBURY,47.45011,-79.62978,ON,UTC-05:00,4000456
02JE013,OTTAWA RIVER AT MATTAWA,46.32042,-78.71078,ON,UTC-05:00,4000457
02JE020,MATTAWA RIVER BELOW BOUILLON LAKE,46.29889,-78.90722,ON,UTC-05:00,4000458
02JE025,TEMISCAMINGUE (LAC) A TEMISCAMING,46.71844,-79.10503,QC,UTC-05:00,4000459
02JE026,TEMISCAMINGUE (LAC) A VILLE-MARIE,47.32931,-79.44461,QC,UTC-05:00,4000460
02JE032,OTTAWA RIVER AT THORNE,46.70014,-79.09859,ON,UTC-05:00,4000461
02KA015,AUMOND CREEK NEAR MATTAWA,46.27614,-78.47875,ON,UTC-05:00,4000462
02KB001,PETAWAWA RIVER NEAR PETAWAWA,45.88619,-77.31531,ON,UTC-05:00,4000463
02KC009,BONNECHERE RIVER NEAR CASTLEFORD,45.49647,-76.56461,ON,UTC-05:00,4000464
02KC015,MUSKRAT RIVER NEAR PEMBROKE,45.79789,-77.10797,ON,UTC-05:00,4000465
02KC018,INDIAN RIVER AT PEMBROKE,45.81828,-77.12511,ON,UTC-05:00,4000466
02KD002,YORK RIVER NEAR BANCROFT,45.05214,-77.84603,ON,UTC-05:00,4000467
02KD004,MADAWASKA RIVER AT PALMER RAPIDS,45.32808,-77.5155,ON,UTC-05:00,4000468
02KF001,MISSISSIPPI RIVER AT FERGUSONS FALLS,45.05328,-76.28608,ON,UTC-05:00,4000469
02KF005,OTTAWA RIVER AT BRITANNIA,45.35125,-75.82666,ON,UTC-05:00,4000470
02KF006,MISSISSIPPI RIVER AT APPLETON,45.17633,-76.12347,ON,UTC-05:00,4000471
02KF010,CLYDE RIVER NEAR LANARK,45.04583,-76.40089,ON,UTC-05:00,4000472
02KF011,CARP RIVER NEAR KINBURN,45.41758,-76.19867,ON,UTC-05:00,4000473
02KF012,INDIAN RIVER NEAR BLAKENEY,45.24544,-76.26033,ON,UTC-05:00,4000474
02KF013,CLYDE RIVER AT GORDON RAPIDS,45.134,-76.62994,ON,UTC-05:00,4000475
02KF015,GRAHAM CREEK AT NEPEAN,45.34358,-75.80808,ON,UTC-05:00,4000476
02KF016,MISSISSIPPI RIVER BELOW MARBLE LAKE,44.84317,-77.12006,ON,UTC-05:00,4000477
02KF017,BUCKSHOT CREEK NEAR PLEVNA,44.96844,-76.96633,ON,UTC-05:00,4000478
02KF018,FALL RIVER AT OUTLET OF BENNETT LAKE,44.94781,-76.41083,ON,UTC-05:00,4000479
02KF019,MISSISSIPPI RIVER AT OUTLET OF DALHOUSIE LAKE,44.97194,-76.53875,ON,UTC-05:00,4000480
02KF020,SHARBOT LAKE AT OUTLET OF SHARBOT LAKE,44.77486,-76.64103,ON,UTC-05:00,4000481
02LA004,RIDEAU RIVER AT OTTAWA,45.3815,-75.69697,ON,UTC-05:00,4000482
02LA006,KEMPTVILLE CREEK NEAR KEMPTVILLE,44.99425,-75.66228,ON,UTC-05:00,4000483
02LA007,JOCK RIVER NEAR RICHMOND,45.24942,-75.79061,ON,UTC-05:00,4000484
02LA011,RIDEAU RIVER BELOW MERRICKVILLE,44.94995,-75.81912,ON,UTC-05:00,4000485
02LA012,RIDEAU RIVER BELOW MANOTICK,45.24899,-75.70413,ON,UTC-05:00,4000486
02LA015,OUTAOUAIS (RIVIERE DES) A HULL,45.43142,-75.70617,QC,UTC-05:00,4000487
02LA024,TAY RIVER IN PERTH,44.89692,-76.2525,ON,UTC-05:00,4000488
02LA027,RIDEAU RIVER ABOVE RIDEAU FALLS,45.43992,-75.69294,ON,UTC-05:00,4000489
02LA029,TAY RIVER NEAR BOLINGBROKE,44.77081,-76.50311,ON,UTC-05:00,4000490
02LB005,SOUTH NATION RIVER NEAR PLANTAGENET SPRINGS,45.51706,-74.97822,ON,UTC-05:00,4000491
02LB006,CASTOR RIVER AT RUSSELL,45.2625,-75.34378,ON,UTC-05:00,4000492
02LB007,SOUTH NATION RIVER AT SPENCERVILLE,44.84225,-75.54442,ON,UTC-05:00,4000493
02LB008,BEAR BROOK NEAR BOURGET,45.426,-75.15322,ON,UTC-05:00,4000494
02LB009,SOUTH NATION RIVER AT CHESTERVILLE,45.10108,-75.22608,ON,UTC-05:00,4000495
02LB017,NORTH BRANCH SOUTH NATION RIVER NEAR HECKSTON,44.99497,-75.51603,ON,UTC-05:00,4000496
02LB020,SOUTH CASTOR RIVER AT KENMORE,45.22833,-75.41272,ON,UTC-05:00,4000497
02LB022,PAYNE RIVER NEAR BERWICK,45.19161,-75.10464,ON,UTC-05:00,4000498
02LB031,SOUTH BRANCH SOUTH NATION RIVER NEAR WINCHESTER SPRINGS,44.99794,-75.36206,ON,UTC-05:00,4000499
02LB032,RIGAUD RIVER NEAR ST. EUGENE,45.49142,-74.44181,ON,UTC-05:00,4000500
02LB036,BECKETTS CREEK NEAR CUMBERLAND ESTATES,45.50375,-75.34736,ON,UTC-05:00,4000501
02MA001,LYNDHURST CREEK AT LYNDHURST,44.54611,-76.12333,ON,UTC-05:00,4000502
02MB006,LYN CREEK NEAR LYN,44.525,-75.80528,ON,UTC-05:00,4000503
02MB010,BUELLS CREEK AT BROCKVILLE,44.58569,-75.69178,ON,UTC-05:00,4000504
02MC001,RAISIN RIVER NEAR WILLIAMSTOWN,45.15547,-74.63814,ON,UTC-05:00,4000505
02MC005,SAINT-LAURENT (FLEUVE) A POINTE-DES-CASCADES,45.33444,-73.96211,QC,UTC-05:00,4000506
02MC026,RIVIERE BEAUDETTE NEAR GLEN NEVIS,45.27328,-74.49386,ON,UTC-05:00,4000507
02MC027,RAISIN RIVER AT BLACK RIVER,45.08061,-74.86806,ON,UTC-05:00,4000508
02MC028,RIVIERE DELISLE NEAR ALEXANDRIA,45.32708,-74.64386,ON,UTC-05:00,4000509
02MC036,RIVIERE DELISLE NEAR GLEN NORMAN,45.31711,-74.60181,ON,UTC-05:00,4000510
02MC037,GARRY RIVER NEAR ALEXANDRIA,45.30647,-74.638,ON,UTC-05:00,4000511
02OA003,MILLE ILES (RIVIERE DES) A BOIS-DES-FILION,45.66294,-73.75216,QC,UTC-05:00,4000512
02OA013,OUTAOUAIS (RIVIERE DES) A SAINTE-ANNE-DE-BELLEVUE,45.40465,-73.95664,QC,UTC-05:00,4000513
02OA016,SAINT-LAURENT (FLEUVE) A LASALLE,45.41501,-73.62316,QC,UTC-05:00,4000514
02OA033,OUTAOUAIS (RIVIERE DES) A LA MARINA DE SAINTE-ANNE-DE-BELLEVUE,45.40225,-73.94792,QC,UTC-05:00,4000515
02OA039,SAINT-LOUIS (LAC) A POINTE-CLAIRE,45.42768,-73.82068,QC,UTC-05:00,4000516
02OA107,OUTAOUAIS (RIVIERE DES) A TERRASSE-VAUDREUIL,45.38906,-73.99811,QC,UTC-05:00,4000517
